time, frame, gpu, width, height, FPS, core_temp, core_load, gpu_power, core_clock, mem_clock
41.059, 12888, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 56.0, 100.0, 101.7, 1500.5, 7000.5
42.059, 13198, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 57.0, 100.0, 101.0, 1530.5, 7000.5
43.060, 13511, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 56.0, 100.0, 80.2, 1620.5, 7000.5
44.060, 13819, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 57.0, 100.0, 107.9, 1560.5, 7000.5
45.060, 14132, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 57.0, 100.0, 96.7, 1530.5, 7000.5
46.062, 14452, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 57.0, 100.0, 104.1, 1515.5, 7000.5
47.065, 14766, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 57.0, 100.0, 95.7, 1515.5, 7000.5
48.067, 15079, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 58.0, 100.0, 98.9, 1530.5, 7000.5
49.068, 15395, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 58.0, 100.0, 101.6, 1515.5, 7000.5
50.071, 15714, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 58.0, 100.0, 94.2, 1545.5, 7000.5
51.074, 16024, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 58.0, 100.0, 98.8, 1545.5, 7000.5
52.075, 16342, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 58.0, 100.0, 99.5, 1545.5, 7000.5
53.078, 16653, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 58.0, 100.0, 96.9, 1530.5, 7000.5
54.081, 16958, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 58.0, 100.0, 76.9, 1545.5, 7000.5
55.081, 17265, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 59.0, 100.0, 97.0, 1515.5, 7000.5
56.083, 17580, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 59.0, 100.0, 99.6, 1500.5, 7000.5
57.085, 17899, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 59.0, 100.0, 112.1, 1500.5, 7000.5
58.087, 18224, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 325, 59.0, 100.0, 96.6, 1500.5, 7000.5
59.087, 18538, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 59.0, 100.0, 106.2, 1500.5, 7000.5
60.088, 18853, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 59.0, 100.0, 100.6, 1500.5, 7000.5
61.091, 19170, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 59.0, 100.0, 98.0, 1500.5, 7000.5
62.093, 19488, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 60.0, 100.0, 104.4, 1515.5, 7000.5
63.095, 19803, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 59.0, 100.0, 94.2, 1500.5, 7000.5
64.097, 20119, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 60.0, 100.0, 100.5, 1515.5, 7000.5
65.097, 20433, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 60.0, 100.0, 81.7, 1500.5, 7000.5
66.099, 20746, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 60.0, 100.0, 104.1, 1485.5, 7000.5
67.102, 21058, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 60.0, 100.0, 100.2, 1530.5, 7000.5
68.103, 21370, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 60.0, 100.0, 103.1, 1515.5, 7000.5
69.105, 21688, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 60.0, 100.0, 97.0, 1500.5, 7000.5
70.105, 22008, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 60.0, 100.0, 97.4, 1500.5, 7000.5
71.107, 22326, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 61.0, 100.0, 97.8, 1515.5, 7000.5
72.109, 22641, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 61.0, 100.0, 97.8, 1515.5, 7000.5
73.112, 22950, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 61.0, 100.0, 103.0, 1485.5, 7000.5
74.115, 23251, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 301, 61.0, 100.0, 103.5, 1560.5, 7000.5
75.118, 23567, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 61.0, 100.0, 103.2, 1545.5, 7000.5
76.120, 23878, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 61.0, 100.0, 103.3, 1575.5, 7000.5
77.120, 24190, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 61.0, 100.0, 95.6, 1545.5, 7000.5
78.121, 24500, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 61.0, 100.0, 97.3, 1545.5, 7000.5
79.122, 24796, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 296, 61.0, 100.0, 97.3, 1515.5, 7000.5
80.125, 25104, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 62.0, 100.0, 105.2, 1560.5, 7000.5
81.127, 25425, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 62.0, 100.0, 100.9, 1500.5, 7000.5
82.130, 25746, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 62.0, 100.0, 98.3, 1500.5, 7000.5
83.130, 26067, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 62.0, 100.0, 100.0, 1500.5, 7000.5
84.133, 26384, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 62.0, 100.0, 96.2, 1500.5, 7000.5
85.135, 26698, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 62.0, 100.0, 98.7, 1515.5, 7000.5
86.136, 27011, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 62.0, 100.0, 94.1, 1485.5, 7000.5
87.138, 27332, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 62.0, 100.0, 99.1, 1500.5, 7000.5
88.139, 27652, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 62.0, 100.0, 96.6, 1485.5, 7000.5
89.141, 27972, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 62.0, 100.0, 100.3, 1500.5, 7000.5
90.142, 28290, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 62.0, 100.0, 94.7, 1485.5, 7000.5
91.144, 28604, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 62.0, 100.0, 114.4, 1515.5, 7000.5
92.146, 28909, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 62.0, 100.0, 100.5, 1500.5, 7000.5
93.148, 29228, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 62.0, 100.0, 101.6, 1470.5, 7000.5
94.151, 29549, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 63.0, 100.0, 103.5, 1515.5, 7000.5
95.153, 29868, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 63.0, 100.0, 100.1, 1500.5, 7000.5
96.155, 30189, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 63.0, 100.0, 93.3, 1470.5, 7000.5
97.156, 30504, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 63.0, 100.0, 102.2, 1500.5, 7000.5
98.157, 30815, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 63.0, 100.0, 102.8, 1500.5, 7000.5
99.158, 31132, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 63.0, 100.0, 93.2, 1500.5, 7000.5
100.161, 31454, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 322, 63.0, 100.0, 102.3, 1485.5, 7000.5
101.164, 31772, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 63.0, 100.0, 95.6, 1500.5, 7000.5
102.164, 32080, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 63.0, 100.0, 105.5, 1620.5, 7000.5
103.165, 32387, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 63.0, 100.0, 95.6, 1500.5, 7000.5
104.167, 32696, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 63.0, 100.0, 102.6, 1500.5, 7000.5
105.168, 33011, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 64.0, 100.0, 104.2, 1470.5, 7000.5
106.173, 33332, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 64.0, 100.0, 96.3, 1515.5, 7000.5
107.173, 33648, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 64.0, 100.0, 98.6, 1470.5, 7000.5
108.174, 33968, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 63.0, 100.0, 95.7, 1485.5, 7000.5
109.177, 34285, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 64.0, 100.0, 96.8, 1485.5, 7000.5
110.179, 34584, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 299, 64.0, 100.0, 99.6, 1530.5, 7000.5
111.181, 34896, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 64.0, 100.0, 99.5, 1485.5, 7000.5
112.182, 35215, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 64.0, 100.0, 97.1, 1470.5, 7000.5
113.184, 35532, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 64.0, 100.0, 88.3, 1590.5, 7000.5
114.186, 35854, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 322, 64.0, 100.0, 104.0, 1470.5, 7000.5
115.187, 36173, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 64.0, 100.0, 97.3, 1485.5, 7000.5
116.190, 36483, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 64.0, 100.0, 101.1, 1515.5, 7000.5
117.193, 36798, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 64.0, 100.0, 101.2, 1485.5, 7000.5
118.194, 37114, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 64.0, 100.0, 99.3, 1485.5, 7000.5
119.195, 37433, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 64.0, 100.0, 102.1, 1485.5, 7000.5
120.198, 37754, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 64.0, 100.0, 95.7, 1500.5, 7000.5
121.200, 38074, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 64.0, 100.0, 98.5, 1500.5, 7000.5
122.202, 38387, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 64.0, 100.0, 97.2, 1500.5, 7000.5
123.205, 38701, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 64.0, 100.0, 97.2, 1500.5, 7000.5
124.207, 39016, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 64.0, 100.0, 98.7, 1485.5, 7000.5
125.208, 39336, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 65.0, 100.0, 104.9, 1590.5, 7000.5
126.209, 39654, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 65.0, 100.0, 96.4, 1500.5, 7000.5
127.211, 39973, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 64.0, 100.0, 104.5, 1500.5, 7000.5
128.212, 40286, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 65.0, 100.0, 98.8, 1500.5, 7000.5
129.213, 40598, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 65.0, 100.0, 100.2, 1500.5, 7000.5
130.213, 40910, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 65.0, 100.0, 100.6, 1485.5, 7000.5
131.214, 41227, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 65.0, 100.0, 98.1, 1470.5, 7000.5
132.214, 41545, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 65.0, 100.0, 100.3, 1485.5, 7000.5
133.217, 41859, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 65.0, 100.0, 106.0, 1470.5, 7000.5
134.217, 42163, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 304, 65.0, 100.0, 95.8, 1500.5, 7000.5
135.217, 42465, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 302, 65.0, 100.0, 97.0, 1500.5, 7000.5
136.219, 42755, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 290, 65.0, 100.0, 97.8, 1500.5, 7000.5
137.219, 43065, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 65.0, 100.0, 99.6, 1515.5, 7000.5
138.221, 43385, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 65.0, 100.0, 93.1, 1485.5, 7000.5
139.222, 43703, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 65.0, 100.0, 100.3, 1575.5, 7000.5
140.227, 44022, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 65.0, 100.0, 102.6, 1470.5, 7000.5
141.229, 44322, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 300, 65.0, 100.0, 103.3, 1530.5, 7000.5
142.230, 44631, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 65.0, 100.0, 94.9, 1485.5, 7000.5
143.230, 44941, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 65.0, 100.0, 102.2, 1470.5, 7000.5
144.230, 45261, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 65.0, 100.0, 92.5, 1470.5, 7000.5
145.232, 45574, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 65.0, 100.0, 97.9, 1515.5, 7000.5
146.234, 45889, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 65.0, 100.0, 100.3, 1485.5, 7000.5
147.237, 46198, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 66.0, 100.0, 98.0, 1515.5, 7000.5
148.238, 46507, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 65.0, 100.0, 102.7, 1470.5, 7000.5
149.240, 46822, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 66.0, 100.0, 99.0, 1500.5, 7000.5
150.241, 47141, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 66.0, 100.0, 110.1, 1560.5, 7000.5
151.243, 47457, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 316, 66.0, 100.0, 96.1, 1500.5, 7000.5
152.244, 47777, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 66.0, 100.0, 102.1, 1485.5, 7000.5
153.247, 48095, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 66.0, 100.0, 95.7, 1500.5, 7000.5
154.248, 48405, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 66.0, 100.0, 94.9, 1470.5, 7000.5
155.249, 48718, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 66.0, 100.0, 102.4, 1470.5, 7000.5
156.250, 49037, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 66.0, 100.0, 93.8, 1470.5, 7000.5
157.252, 49329, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 292, 66.0, 93.0, 94.2, 1500.5, 7000.5
158.252, 49649, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 66.0, 100.0, 98.4, 1485.5, 7000.5
159.252, 49966, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 66.0, 100.0, 99.2, 1485.5, 7000.5
160.253, 50276, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 66.0, 100.0, 94.6, 1470.5, 7000.5
161.255, 50589, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 66.0, 100.0, 103.8, 1530.5, 7000.5
162.257, 50904, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 315, 66.0, 100.0, 102.9, 1470.5, 7000.5
163.259, 51206, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 302, 66.0, 100.0, 101.9, 1545.5, 7000.5
164.261, 51519, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 66.0, 100.0, 103.9, 1485.5, 7000.5
165.263, 51827, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 66.0, 100.0, 94.4, 1500.5, 7000.5
166.264, 52128, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 301, 66.0, 100.0, 106.1, 1485.5, 7000.5
167.267, 52431, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 303, 66.0, 100.0, 93.1, 1485.5, 7000.5
168.268, 52734, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 303, 66.0, 100.0, 101.3, 1515.5, 7000.5
169.269, 53039, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 66.0, 100.0, 92.0, 1470.5, 7000.5
170.271, 53348, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 66.0, 100.0, 104.8, 1470.5, 7000.5
171.273, 53659, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 66.0, 100.0, 100.1, 1515.5, 7000.5
172.274, 53955, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 296, 66.0, 100.0, 99.6, 1620.5, 7000.5
173.275, 54263, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 66.0, 100.0, 94.1, 1485.5, 7000.5
174.278, 54577, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 66.0, 100.0, 94.1, 1485.5, 7000.5
175.280, 54884, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 66.0, 100.0, 102.3, 1485.5, 7000.5
176.280, 55201, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 66.0, 100.0, 99.4, 1485.5, 7000.5
177.280, 55521, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 66.0, 100.0, 105.3, 1500.5, 7000.5
178.283, 55833, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 66.0, 100.0, 96.6, 1485.5, 7000.5
179.286, 56140, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 307, 66.0, 100.0, 103.1, 1500.5, 7000.5
180.289, 56431, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 291, 66.0, 100.0, 102.4, 1515.5, 7000.5
181.291, 56740, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 309, 66.0, 100.0, 101.1, 1515.5, 7000.5
182.291, 57059, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 319, 66.0, 100.0, 101.9, 1470.5, 7000.5
183.292, 57380, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 321, 66.0, 100.0, 97.2, 1500.5, 7000.5
184.293, 57688, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 308, 66.0, 100.0, 101.6, 1590.5, 7000.5
185.293, 58000, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 66.0, 100.0, 96.8, 1530.5, 7000.5
186.294, 58312, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 66.0, 100.0, 100.7, 1500.5, 7000.5
187.295, 58616, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 304, 66.0, 100.0, 93.6, 1530.5, 7000.5
188.298, 58921, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 305, 66.0, 100.0, 101.3, 1485.5, 7000.5
189.301, 59233, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 312, 67.0, 100.0, 96.8, 1500.5, 7000.5
190.301, 59537, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 304, 66.0, 100.0, 102.3, 1485.5, 7000.5
191.304, 59841, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 304, 67.0, 100.0, 106.4, 1500.5, 7000.5
192.305, 60141, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 300, 66.0, 100.0, 101.5, 1530.5, 7000.5
193.308, 60434, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 293, 66.0, 100.0, 98.7, 1545.5, 7000.5
194.310, 60748, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 314, 66.0, 100.0, 102.7, 1470.5, 7000.5
195.314, 61061, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 113.1, 1620.5, 7000.5
196.314, 61374, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 66.0, 100.0, 100.0, 1485.5, 7000.5
197.315, 61687, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 313, 67.0, 100.0, 96.6, 1500.5, 7000.5
198.317, 61988, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 301, 67.0, 100.0, 96.8, 1545.5, 7000.5
199.320, 62291, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 303, 67.0, 100.0, 98.9, 1485.5, 7000.5
200.323, 62611, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 320, 67.0, 100.0, 94.3, 1485.5, 7000.5
201.325, 62921, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 310, 67.0, 100.0, 97.0, 1485.5, 7000.5
202.327, 63238, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 67.0, 100.0, 93.8, 1485.5, 7000.5
203.327, 63555, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 317, 67.0, 100.0, 94.4, 1470.5, 7000.5
204.329, 63857, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 302, 67.0, 100.0, 102.4, 1470.5, 7000.5
205.331, 64168, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 311, 67.0, 100.0, 99.3, 1485.5, 7000.5
206.332, 64486, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 67.0, 100.0, 78.9, 1605.5, 7000.5
207.333, 64804, NVIDIA GeForce RTX 2080 Ti, 1920, 1080, 318, 67.0, 100.0, 103.3, 1470.5, 7000.5
